"TS1 B_SP,1,.tif"	 
74	1
93	0.9747
100	0.9805
123	0.9253
157	0.9548
74	0.9196
54	1
0	0
6	1
0	0
149	0.9915
0	0
0	0
0	0
0	0
91	0.9868
111	0.9639
0	0
0	0
0	0
0	0
0	0
7	1
0	0
0	0
31	0.9602
66	0.9882
0	0
79	0.9818
0	0
92	0.9642
57	1
100	0.9674
0	0
0	0
0	0
38	0.974
0	0
87	0.9911
0	0
0	0
0	0
5	1
0	0
0	0
0	0
0	0
0	0
123	0.8994
0	0
0	0
0	0
0	0
13	1
5	1
0	0
0	0
11	0.9762
0	0
0	0
0	0
121	0.96
122	0.9679
0	0
153	0.955
0	0
0	0
0	0
0	0
12	1
8	1
0	0
0	0
0	0
0	0
78	1
0	0
0	0
0	0
80	0.9942
110	0.9552
0	0
0	0
0	0
0	0
23	1
78	1
0	0
0	0
96	0.9729
9	1
0	0
0	0
69	0.9765
6	1
0	0
78	0.9693
0	0
0	0
0	0
75	0.9525
0	0
80	0.9942
0	0
104	0.9742
138	0.9811
62	1
0	0
0	0
84	1
95	0.9956
0	0
29	0.977
55	0.9675
165	0.9679
0	0
0	0
5	0.8727
0	0
0	0
0	0
110	0.9982
61	0.9514
24	0.9785
59	0.9594
52	1
0	0
98	0.9932
0	0
0	0
166	0.9496
22	1
92	0.9976
0	0
0	0
0	0
0	0
11	0.9762
0	0
0	0
0	0
51	0.9629
44	0.9964
5	1
0	0
122	0.9728
37	1
0	0
0	0
98	1
84	0.9916
0	0
0	0
142	0.9709
116	1
0	0
0	0
13	1
37	1
0	0
0	0
82	1
0	0
0	0
0	0
30	1
0	0
0	0
0	0
0	0
0	0
98	0.948
0	0
0	0
0	0
0	0
32	1
19	1
24	1
140	0.9682
0	0
128	0.963
0	0
0	0
0	0
0	0
0	0
0	0
0	0
63	0.9826
131	0.9692
0	0
0	0
0	0
136	0.9559
0	0
44	1
0	0
47	0.9933
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
58	1
65	0.9732
114	0.9601
117	0.917
0	0
0	0
0	0
0	0
100	0.9805
88	1
0	0
0	0
0	0
72	1
0	0
85	1
0	0
47	1
0	0
0	0
43	0.9738
84	0.9569
0	0
93	0.9747
0	0
0	0
0	0
0	0
86	0.9797
0	0
0	0
0	0
82	0.9825
13	1
149	0.93
149	0.9805
0	0
0	0
0	0
0	0
99	0.9707
115	0.9565
0	0
80	0.9942
42	0.9511
5	1
9	1
0	0
0	0
72	0.98
0	0
0	0
87	0.9434
99	0.9577
45	0.951
122	0.9848
0	0
0	0
0	0
0	0
60	0.9929
5	1
99	0.9577
0	0
78	0.9346
6	1
0	0
0	0
0	0
5	1
0	0
0	0
0	0
0	0
0	0
0	0
31	1
72	0.98
114	0.9601
109	0.9891
0	0
8	1
0	0
131	0.9314
99	0.9577
0	0
144	0.9582
0	0
0	0
0	0
0	0
0	0
0	0
104	0.9742
0	0
0	0
0	0
0	0
29	0.9529
0	0
82	0.9825
0	0
0	0
0	0
0	0
0	0
78	0.9693
125	1
49	1
6	1
144	0.9959
0	0
0	0
0	0
0	0
0	0
68	0.9256
6	1
85	0.9683
93	0.9425
0	0
0	0
0	0
121	0.937
75	0.9826
98	0.9609
0	0
0	0
0	0
0	0
53	1
0	0
43	0.9738
0	0
0	0
55	1
0	0
0	0
0	0
115	0.9986
89	0.9651
118	0.9248
0	0
132	0.9652
0	0
0	0
0	0
48	1
44	0.9964
96	0.9413
0	0
0	0
77	0.9932
0	0
0	0
0	0
0	0
0	0
100	0.9805
0	0
108	0.9674
45	1
0	0
49	0.9875
105	0.9835
155	0.9092
0	0
0	0
51	0.9813
0	0
0	0
81	0.9705
110	0.9982
82	0.8892
0	0
0	0
71	1
0	0
90	0.976
26	1
107	0.9291
113	0.9517
0	0
0	0
122	0.9562
0	0
0	0
0	0
0	0
5	1
0	0
5	1
6	1
40	1
80	0.9942
21	1
134	0.9798
93	0.9747
0	0
118	0.9525
96	1
0	0
0	0
0	0
65	0.9967
108	0.9674
0	0
66	0.9882
0	0
0	0
0	0
0	0
6	1
7	1
0	0
132	0.9385
11	1
5	1
0	0
0	0
0	0
0	0
0	0
0	0
156	0.9488
14	0.9925
154	0.9717
0	0
0	0
32	0.9912
0	0
0	0
44	0.9964
0	0
0	0
0	0
0	0
71	0.9664
0	0
133	0.9725
103	0.9347
0	0
0	0
0	0
0	0
0	0
72	0.9959
104	0.9872
114	0.9601
0	0
0	0
0	0
0	0
0	0
0	0
0	0
23	1
126	0.9875
0	0
0	0
66	1
6	1
0	0
0	0
0	0
94	0.9851
132	0.9652
0	0
0	0
61	0.9133
175	0.9433
129	0.9705
64	1
0	0
0	0
0	0
0	0
0	0
220	0.9588
145	0.9394
0	0
0	0
92	1
0	0
74	0.9913
75	1
5	1
77	0.9569
95	0.9496
124	0.9602
0	0
0	0
0	0
67	1
0	0
0	0
117	0.9854
94	0.9851
0	0
96	0.9596
0	0
8	1
195	0.9691
142	0.9449
97	0.9511
0	0
0	0
0	0
0	0
0	0
129	0.9821
78	0.9693
0	0
0	0
0	0
180	0.9378
66	0.9718
0	0
0	0
119	0.9489
66	0.9882
135	0.9598
0	0
0	0
118	0.9938
122	0.9562
0	0
0	0
68	1
87	1
0	0
0	0
112	0.9725
34	0.8715
120	0.9687
131	0.9207
0	0
0	0
95	0.9628
0	0
0	0
0	0
0	0
108	0.9984
63	0.9063
0	0
0	0
0	0
0	0
0	0
154	0.9267
85	0.9683
0	0
0	0
0	0
0	0
83	0.9798
0	0
123	0.9929
85	0.9683
0	0
20	0.9942
0	0
0	0
158	0.9507
52	1
185	0.9638
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
56	0.9674
128	0.9359
0	0
0	0
0	0
0	0
47	1
95	0.9628
0	0
0	0
0	0
0	0
0	0
28	0.9777
105	0.9835
5	1
0	0
0	0
165	0.9438
0	0
60	0.9757
0	0
107	0.971
208	0.9473
134	0.9527
29	0.9529
0	0
0	0
174	0.9379
32	1
0	0
0	0
0	0
0	0
43	0.954
0	0
0	0
0	0
97	0.9967
0	0
161	0.9544
192	0.9542
181	0.9659
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
110	0.9552
93	0.9296
99	0.9273
121	0.9889
48	1
123	0.964
0	0
0	0
0	0
23	1
0	0
0	0
196	0.9339
0	0
0	0
0	0
0	0
153	0.955
0	0
0	0
78	1
0	0
0	0
0	0
163	0.9808
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
90	0.9121
0	0
0	0
0	0
0	0
83	0.9945
0	0
151	0.9425
151	0.9676
0	0
86	0.9797
0	0
0	0
0	0
10	1
0	0
0	0
0	0
0	0
148	0.9484
111	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
136	0.9944
0	0
23	1
153	0.955
128	0.9745
0	0
0	0
0	0
0	0
144	0.9476
122	0.9447
0	0
0	0
0	0
0	0
67	1
121	0.9889
176	0.9169
194	0.9549
99	0.9577
0	0
180	0.9702
179	0.9887
0	0
0	0
0	0
0	0
0	0
93	0.9747
0	0
220	0.9298
165	0.9438
32	1
88	1
96	0.9413
162	0.9603
0	0
0	0
92	0.9453
0	0
0	0
64	0.9982
0	0
0	0
0	0
0	0
115	0.9565
79	0.9325
124	0.9329
0	0
0	0
0	0
0	0
153	0.955
123	0.8994
0	0
0	0
0	0
56	1
0	0
0	0
96	0.9287
195	0.7997
132	0.9766
98	0.9609
0	0
102	0.9554
134	0.9798
0	0
145	0.9394
110	0.9264
0	0
0	0
30	1
0	0
0	0
0	0
5	0.8727
114	0.9601
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
186	0.969
0	0
153	0.955
0	0
0	0
0	0
103	0.9648
120	0.9807
0	0
0	0
180	0.9378
6	1
198	0.9524
125	0.9404
0	0
0	0
122	0.997
156	0.9387
144	0.9846
115	0.9986
0	0
0	0
0	0
0	0
180	0.9378
0	0
0	0
0	0
128	0.9745
58	1
0	0
0	0
0	0
0	0
0	0
0	0
238	0.9557
0	0
0	0
0	0
0	0
16	1
125	0.9917
102	0.9256
0	0
0	0
0	0
0	0
0	0
130	0.9897
0	0
156	0.9737
0	0
0	0
162	0.9503
0	0
0	0
183	0.9864
0	0
0	0
0	0
40	1
126	0.9322
151	0.9783
0	0
0	0
97	0.9511
0	0
0	0
0	0
0	0
13	1
22	1
88	0.968
145	1
0	0
0	0
177	0.9776
0	0
0	0
0	0
0	0
35	1
0	0
0	0
0	0
0	0
189	0.9393
0	0
7	1
129	0.9705
183	0.9629
0	0
0	0
0	0
179	0.9648
0	0
0	0
0	0
0	0
0	0
0	0
104	1
0	0
164	0.9722
116	0.948
166	0.984
120	0.9807
0	0
149	0.9805
0	0
0	0
164	0.962
0	0
0	0
0	0
0	0
64	0.9424
116	0.948
159	0.967
132	0.9652
0	0
0	0
175	0.9528
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
210	0.9565
155	1
0	0
187	0.9294
0	0
170	0.939
0	0
0	0
0	0
156	0.9488
0	0
157	0.9447
122	0.9679
137	0.974
128	0.9745
115	0.9986
0	0
126	0.9875
104	1
127	0.9554
0	0
129	0.9433
0	0
143	0.9778
145	0.9914
205	0.9638
0	0
0	0
177	0.9221
0	0
180	0.9605
0	0
0	0
185	0.9734
149	0.9915
192	0.9635
0	0
0	0
7	1
187	0.9742
161	0.921
178	0.9832
164	0.9381
0	0
209	0.9608
0	0
187	0.9608
124	0.9719
156	0.9737
166	0.9302
142	1
175	0.9433
0	0
121	0.9484
0	0
0	0
0	0
0	0
151	0.9425
0	0
169	0.981
202	0.9716
215	0.937
0	0
0	0
0	0
101	1
0	0
155	0.9528
"TS3 B_SP,6,.tif"	
127	0.9029
97	0.9696
5	0.8727
0	0
165	0.9929
157	0.9447
30	1
0	0
41	1
107	0.971
75	1
0	0
19	1
61	1
58	1
0	0
30	1
132	0.9652
39	0.9996
174	0.9611
94	0.9526
126	0.9757
178	0.9594
98	1
124	0.9719
173	0.9459
156	0.9632
121	0.9767
45	1
0	0
0	0
114	0.9601
6	1
142	0.982
0	0
118	0.9814
0	0
113	0.9517
0	0
0	0
0	0
0	0
123	0.9929
0	0
137	1
93	0.9747
0	0
0	0
8	0.9144
0	0
0	0
0	0
124	0.9602
113	0.9517
0	0
107	0.9584
7	1
160	0.9731
142	0.9709
0	0
142	0.9709
189	0.9616
0	0
94	0.9991
171	0.9542
130	0.9618
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
96	0.9596
134	0.9418
0	0
0	0
116	0.977
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
50	1
82	1
0	0
110	0.9853
125	0.9797
99	0.9707
0	0
143	0.9889
0	0
0	0
116	1
41	1
0	0
0	0
113	0.9812
94	1
0	0
0	0
115	0.9986
0	0
0	0
0	0
135	0.9871
0	0
0	0
0	0
0	0
0	0
0	0
48	1
174	0.9851
0	0
100	0.9674
112	1
0	0
79	1
66	0.9718
148	0.9849
194	0.987
0	0
0	0
0	0
0	0
0	0
108	0.9984
161	0.9792
0	0
0	0
0	0
0	0
0	0
113	0.9812
0	0
0	0
0	0
141	0.991
0	0
146	0.9608
129	0.9821
166	0.9636
0	0
0	0
143	0.9889
122	0.997
108	0.9674
113	0.9517
0	0
108	0.98
107	0.971
0	0
16	1
0	0
0	0
0	0
0	0
0	0
102	0.9867
143	0.9778
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
5	0.8727
95	0.9628
0	0
0	0
0	0
128	1
0	0
0	0
157	0.9799
173	0.9555
135	0.9871
0	0
0	0
62	1
7	1
9	1
0	0
41	1
170	0.9625
101	0.9904
0	0
0	0
125	0.9797
160	0.9628
50	0.9884
0	0
0	0
0	0
72	0.98
0	0
0	0
0	0
96	0.9729
76	1
119	0.9606
102	0.9554
0	0
128	1
0	0
0	0
0	0
0	0
0	0
35	1
0	0
96	0.9413
63	0.9826
0	0
0	0
40	1
137	0.9901
0	0
0	0
0	0
50	1
116	0.9893
0	0
0	0
180	0.9702
103	0.9648
143	0.9778
133	0.9725
0	0
0	0
157	0.9799
139	0.9882
97	0.9384
10	1
0	0
103	0.9648
0	0
0	0
0	0
0	0
131	0.9692
100	0.9674
126	0.9593
12	1
77	1
0	0
0	0
31	1
0	0
0	0
0	0
0	0
153	0.9654
0	0
0	0
0	0
8	1
7	1
0	0
59	1
0	0
0	0
0	0
0	0
146	0.9716
0	0
119	1
0	0
102	0.9429
129	0.9821
0	0
0	0
61	1
109	0.9763
12	1
161	0.9688
86	0.9797
0	0
21	1
0	0
0	0
0	0
53	1
0	0
141	0.991
0	0
37	1
50	1
19	1
0	0
150	0.9612
110	0.9675
0	0
137	0.974
0	0
57	1
110	0.9982
0	0
122	0.9562
0	0
0	0
0	0
0	0
16	1
83	0.9945
52	1
0	0
0	0
108	1
97	0.983
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
187	0.9742
143	0.9516
0	0
0	0
0	0
169	0.9914
0	0
0	0
146	0.9608
0	0
177	1
0	0
0	0
0	0
0	0
0	0
146	0.9459
0	0
0	0
133	0.9612
0	0
0	0
77	0.9932
179	0.9648
114	0.9899
173	0.9794
101	0.964
0	0
0	0
158	0.9756
0	0
0	0
0	0
171	0.9445
0	0
0	0
83	0.9798
0	0
170	0.9972
16	1
91	1
12	1
145	0.9914
0	0
0	0
0	0
0	0
0	0
0	0
82	0.9825
0	0
0	0
59	1
130	0.9618
0	0
94	0.9851
168	0.9511
158	0.9507
0	0
118	0.9814
0	0
0	0
168	0.9855
129	0.9705
0	0
0	0
0	0
0	0
116	1
0	0
0	0
111	0.9763
0	0
0	0
0	0
114	0.9899
0	0
139	0.9882
0	0
108	1
96	1
0	0
0	0
50	1
119	0.9898
66	1
110	0.9853
0	0
125	0.9917
133	0.9612
125	0.9404
137	0.974
0	0
0	0
19	1
0	0
174	0.9611
136	0.9944
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
126	0.9479
0	0
124	1
64	0.9982
0	0
0	0
53	1
84	0.9916
0	0
44	1
0	0
165	0.9679
0	0
0	0
0	0
0	0
0	0
0	0
0	0
8	1
0	0
0	0
0	0
0	0
0	0
84	0.9569
174	0.9379
0	0
137	1
0	0
0	0
0	0
108	0.98
108	0.9674
0	0
135	0.9598
0	0
0	0
80	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
153	0.955
102	0.9554
124	1
0	0
0	0
0	0
114	0.9601
143	0.9516
0	0
0	0
31	1
149	0.9548
0	0
0	0
0	0
110	0.9982
64	1
81	0.9705
0	0
0	0
36	1
139	0.9882
123	0.9929
0	0
0	0
0	0
94	0.9851
122	0.9848
94	0.9715
0	0
0	0
0	0
77	1
198	0.9746
0	0
0	0
67	1
0	0
0	0
123	0.9929
0	0
0	0
0	0
0	0
124	1
116	1
0	0
0	0
28	1
71	0.9664
0	0
0	0
0	0
160	0.9987
0	0
114	1
94	0.9991
39	1
0	0
185	0.9734
127	0.9669
0	0
0	0
0	0
6	1
123	0.964
0	0
0	0
61	0.9919
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
75	1
78	1
0	0
0	0
0	0
145	0.9914
0	0
0	0
0	0
0	0
0	0
0	0
37	1
147	1
209	0.9827
0	0
104	0.9614
0	0
0	0
0	0
0	0
0	0
171	0.9681
111	0.9942
0	0
0	0
0	0
0	0
119	0.9725
136	0.9669
0	0
0	0
104	0.9742
0	0
40	1
119	0.9725
0	0
40	1
0	0
0	0
0	0
43	1
0	0
175	0.9765
103	0.9648
0	0
0	0
0	0
0	0
95	0.9956
0	0
0	0
0	0
0	0
127	0.9669
155	0.9674
0	0
0	0
0	0
0	0
113	0.9812
71	1
0	0
0	0
120	0.9687
143	0.9411
0	0
54	1
118	0.9248
111	0.9763
0	0
145	0.9394
0	0
5	0.8727
0	0
106	1
111	0.9763
0	0
106	0.9619
147	1
141	0.9751
0	0
0	0
0	0
21	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
134	0.9527
96	0.9865
0	0
0	0
170	0.9725
0	0
24	1
0	0
103	0.9777
91	0.9537
0	0
109	0.9763
0	0
133	1
0	0
122	0.9562
101	0.9461
0	0
0	0
134	0.9798
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
184	0.9918
127	0.9554
0	0
0	0
0	0
102	0.9682
0	0
0	0
0	0
138	0.9699
32	1
96	0.9596
140	0.9954
142	0.9709
156	0.9843
112	0.9725
30	1
0	0
0	0
0	0
0	0
111	0.9639
0	0
0	0
0	0
0	0
0	0
0	0
24	1
0	0
88	0.968
0	0
90	0.9566
44	1
72	0.98
0	0
156	0.9737
62	1
0	0
79	1
97	0.983
107	0.971
70	0.9906
0	0
57	1
171	0.9445
81	0.9705
0	0
0	0
0	0
0	0
0	0
74	1
119	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
101	1
127	0.9954
0	0
140	0.9954
0	0
142	0.9709
169	0.943
67	1
0	0
0	0
87	0.9911
104	0.9437
0	0
125	0.9679
0	0
94	0.9526
130	0.9506
56	1
0	0
126	0.9875
0	0
0	0
110	0.9982
0	0
205	0.9549
0	0
0	0
0	0
0	0
137	0.974
0	0
73	0.9936
133	0.9612
76	0.9803
0	0
146	0.9716
0	0
0	0
0	0
0	0
0	0
118	0.9525
131	0.9855
0	0
86	0.9797
0	0
94	0.9991
88	1
0	0
0	0
0	0
0	0
0	0
131	0.9973
39	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
156	0.9632
0	0
120	0.9405
65	0.9732
154	0.9977
17	1
0	0
0	0
0	0
0	0
160	0.9386
0	0
0	0
97	0.983
106	0.9929
0	0
139	0.9769
0	0
0	0
0	0
0	0
0	0
5	0.8727
145	0.9758
144	0.9582
0	0
0	0
0	0
100	0.9996
0	0
172	0.9839
196	0.9741
0	0
0	0
0	0
0	0
173	0.9653
0	0
0	0
103	0.9964
225	0.951
0	0
0	0
0	0
0	0
122	0.997
80	0.9942
0	0
0	0
120	0.9405
0	0
0	0
0	0
0	0
0	0
0	0
105	0.9835
188	0.9565
0	0
0	0
108	1
144	0.9582
0	0
0	0
0	0
0	0
0	0
0	0
0	0
168	0.9855
114	0.9899
0	0
0	0
0	0
0	0
0	0
117	0.9854
150	0.9718
0	0
158	0.9862
0	0
119	1
94	0.9851
0	0
0	0
0	0
70	1
0	0
0	0
0	0
109	0.9763
0	0
0	0
0	0
0	0
0	0
141	0.9641
127	0.9954
0	0
48	1
198	0.9524
0	0
126	0.9479
0	0
0	0
0	0
102	0.9429
0	0
100	0.9805
134	0.9798
0	0
168	0.961
107	0.971
0	0
0	0
75	1
0	0
0	0
0	0
107	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
132	0.9766
0	0
160	0.9879
96	1
128	0.9359
132	0.954
0	0
0	0
116	0.977
0	0
105	0.9835
0	0
87	1
69	1
0	0
0	0
0	0
0	0
0	0
0	0
165	0.9929
166	0.9496
176	0.9583
155	0.9674
156	0.9737
147	0.9674
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
94	0.9851
0	0
0	0
0	0
0	0
171	0.9542
0	0
149	0.9915
0	0
0	0
0	0
116	0.9648
128	1
0	0
0	0
0	0
0	0
164	0.962
197	0.9476
177	0.9445
0	0
142	0.982
55	0.9928
0	0
0	0
0	0
13	1
0	0
0	0
152	0.9487
0	0
183	0.9864
0	0
76	0.9957
0	0
0	0
0	0
7	1
0	0
81	0.9914
103	0.9521
98	0.9932
161	0.9688
156	0.9737
0	0
0	0
106	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
167	0.9796
142	0.9449
0	0
0	0
0	0
168	0.9855
0	0
115	0.9986
0	0
0	0
0	0
136	0.9944
152	1
162	0.9404
141	0.9641
0	0
174	0.9953
113	0.9688
140	0.984
16	1
86	0.9797
0	0
0	0
110	0.9982
0	0
0	0
149	0.9915
0	0
0	0
0	0
0	0
139	0.9882
0	0
0	0
0	0
51	1
182	0.9482
0	0
0	0
0	0
0	0
0	0
0	0
133	1
104	0.9872
0	0
167	0.9553
0	0
162	0.9748
87	0.9911
0	0
0	0
0	0
0	0
100	0.9674
141	0.9751
77	0.9932
77	0.9779
149	0.9805
21	1
30	1
0	0
0	0
0	0
60	0.9757
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
135	0.9871
0	0
0	0
0	0
148	0.9588
166	0.984
0	0
0	0
73	0.9936
0	0
0	0
0	0
178	0.9832
107	1
0	0
0	0
0	0
0	0
0	0
0	0
108	1
0	0
0	0
0	0
0	0
0	0
8	1
0	0
108	0.98
0	0
0	0
139	0.9882
141	0.991
26	1
0	0
0	0
142	0.998
0	0
78	1
0	0
111	1
167	0.9796
130	0.9395
0	0
0	0
0	0
0	0
200	0.962
0	0
0	0
0	0
0	0
0	0
0	0
0	0
178	0.9832
0	0
0	0
187	0.9742
147	0.9782
0	0
0	0
0	0
0	0
0	0
0	0
0	0
129	0.9821
73	0.9936
167	0.9796
97	0.983
128	0.9745
184	0.9681
167	0.9796
127	0.9954
0	0
0	0
0	0
0	0
11	0.8868
82	0.9825
0	0
0	0
0	0
0	0
176	0.9721
159	0.967
179	0.9326
0	0
0	0
153	0.9804
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
111	0.9763
0	0
0	0
0	0
0	0
0	0
155	0.978
143	1
0	0
0	0
0	0
0	0
0	0
0	0
83	1
185	0.9638
0	0
0	0
116	0.977
0	0
0	0
0	0
52	1
0	0
0	0
0	0
0	0
188	0.9565
169	0.9914
101	0.9904
0	0
0	0
105	1
0	0
0	0
0	0
0	0
62	0.967
109	1
165	0.9679
0	0
77	0.9569
0	0
0	0
0	0
5	0.8727
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
173	0.9555
163	0.9562
139	0.9769
0	0
0	0
0	0
0	0
0	0
160	0.9731
178	0.9832
97	0.983
0	0
0	0
0	0
0	0
0	0
0	0
0	0
192	0.9768
0	0
172	0.95
0	0
0	0
0	0
0	0
0	0
0	0
180	0.9702
183	0.9864
126	0.9593
0	0
0	0
0	0
129	0.9705
162	0.9852
154	0.9717
0	0
104	0.9872
0	0
0	0
0	0
154	0.9612
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
106	0.9929
0	0
0	0
0	0
0	0
0	0
152	0.974
143	0.9889
172	0.95
173	0.9896
0	0
138	0.9974
0	0
0	0
143	1
0	0
0	0
133	0.984
0	0
0	0
131	0.9855
99	0.9896
0	0
0	0
0	0
0	0
192	0.9768
0	0
0	0
176	0.9721
0	0
0	0
0	0
0	0
0	0
0	0
0	0
96	0.9865
0	0
0	0
0	0
0	0
175	0.9666
0	0
0	0
0	0
0	0
0	0
183	0.9864
0	0
112	0.9725
162	0.9852
84	0.9916
120	1
0	0
0	0
122	0.9848
132	0.9652
168	0.9855
0	0
0	0
173	0.9896
183	0.9629
171	0.9782
166	0.9738
0	0
0	0
0	0
0	0
0	0
0	0
193	0.95
0	0
0	0
145	1
0	0
151	0.9425
0	0
0	0
0	0
77	0.9932
165	0.9679
0	0
115	0.9986
136	0.9559
127	0.9834
0	0
0	0
0	0
0	0
0	0
70	1
0	0
0	0
0	0
0	0
186	0.969
0	0
0	0
219	0.9756
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
169	1
138	0.9811
0	0
0	0
100	0.9367
139	0.9504
144	0.9582
161	0.9444
0	0
87	0.9911
0	0
5	0.8727
0	0
0	0
0	0
5	0.8727
0	0
156	0.9737
0	0
150	0.9612
0	0
155	0.9932
0	0
153	0.9804
0	0
0	0
114	0.9482
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
174	0.9611
141	0.9751
88	1
0	0
0	0
0	0
0	0
124	1
137	0.9629
189	0.9847
5	0.8727
0	0
0	0
0	0
164	0.962
0	0
0	0
0	0
160	0.9628
116	0.977
0	0
174	0.9709
0	0
136	0.9669
164	0.9974
0	0
88	1
0	0
0	0
172	0.9738
173	0.9555
0	0
0	0
132	0.9652
0	0
0	0
0	0
122	0.9848
0	0
0	0
93	0.9611
0	0
0	0
0	0
197	0.9697
0	0
112	0.9851
157	0.9799
0	0
101	0.8153
181	0.943
0	0
0	0
0	0
0	0
176	0.9261
0	0
0	0
0	0
201	0.954
0	0
0	0
0	0
181	0.9756
159	0.967
0	0
0	0
178	0.9594
0	0
"TS4 B_SP,1,.tif"	
90	0.9566
159	0.9568
0	0
0	0
155	0.978
84	0.971
10	0.8875
118	0.9525
155	0.9427
104	0.9742
179	0.9552
9	1
87	0.9911
180	0.9605
120	0.9405
9	1
180	0.9471
136	0.9405
126	0.9479
9	1
110	0.9431
64	0.9982
122	0.9562
107	1
132	0.9931
0	0
131	0.9692
87	0.9911
103	0.9648
152	0.9487
105	0.9528
17	0.9849
64	0.9582
135	0.9871
59	1
102	1
82	0.9825
141	0.9279
0	0
94	0.9991
0	0
137	1
112	1
0	0
105	0.9528
144	0.969
124	0.9602
176	0.9583
0	0
0	0
0	0
0	0
139	0.9504
123	0.9758
82	0.9825
0	0
182	0.926
0	0
0	0
184	0.9361
18	1
0	0
11	1
85	0.935
6	1
122	0.9848
0	0
54	0.9748
0	0
0	0
0	0
116	0.977
80	0.9586
0	0
97	0.9696
111	0.9517
0	0
0	0
89	0.9327
121	0.96
0	0
75	0.9674
145	0.9542
160	0.9386
0	0
0	0
0	0
0	0
66	0.9882
9	1
0	0
0	0
60	0.9929
6	1
5	1
8	0.9144
115	0.986
73	0.9936
110	0.9552
103	0.9347
0	0
0	0
172	0.9738
5	1
0	0
87	0.9768
134	0.9798
38	1
0	0
0	0
9	1
0	0
0	0
0	0
86	0.9797
0	0
0	0
182	0.926
166	0.9738
0	0
0	0
24	1
0	0
0	0
0	0
85	0.9217
94	0.9851
68	1
171	0.9217
112	0.9041
0	0
0	0
180	0.9702
163	0.9562
0	0
0	0
0	0
0	0
0	0
0	0
118	0.9643
0	0
97	0.983
0	0
0	0
96	0.9865
209	0.9519
0	0
0	0
0	0
0	0
154	0.9977
0	0
74	1
0	0
0	0
0	0
0	0
41	0.9974
87	0.957
106	0.9495
121	0.9767
0	0
0	0
0	0
121	0.9767
0	0
0	0
0	0
0	0
0	0
0	0
133	0.9725
0	0
0	0
194	0.987
0	0
142	0.9709
0	0
0	0
0	0
105	0.9835
103	0.9521
131	0.9314
0	0
110	0.9552
0	0
0	0
0	0
0	0
59	0.9594
70	0.9528
5	1
7	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
180	0.9378
163	0.9562
0	0
0	0
130	0.9243
0	0
140	0.9316
78	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
14	1
57	0.9433
159	0.967
96	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
148	0.9849
0	0
0	0
159	0.9924
0	0
72	1
124	0.9329
0	0
0	0
10	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
78	0.9693
5	1
118	0.9248
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
116	0.977
0	0
0	0
0	0
0	0
0	0
0	0
0	0
15	1
0	0
0	0
0	0
0	0
0	0
0	0
5	0.8727
136	0.9669
64	0.9982
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
128	0.9359
0	0
0	0
0	0
0	0
0	0
0	0
30	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
